puzzle,old_name,old_key,current_name,proposed_name,effect_name,moved_count,orientation_count,move_count,collision_size,moves
rubiks-7,CtrCore4[D>R>U>L]+ME2[UB>FU],CtrCore4[D>R>U>L]+ME2[UB>FU]#00,CtrCore4[D>R>U>L]+ME2[UB>FU],CtrCore4[D>R>U>L]+ME2[UB>FU],CtrCore4[D>R>U>L]+ME2[UB>FU],18,2,15,1,E' M' E D M' D2 F2 D M' D M' D2 F2 D M'
rubiks-7,CtrCore4[D>R>U>L]+ME2[UF>RU],CtrCore4[D>R>U>L]+ME2[UF>RU]#00,CtrCore4[D>R>U>L]+ME2[UF>RU],CtrCore4[D>R>U>L]+ME2[UF>RU],CtrCore4[D>R>U>L]+ME2[UF>RU],14,2,16,1,U' R2 U S' U S' U' S' U' S' R2 U S2 R2 S R2
rubiks-7,CtrCore4[D>R>U>L]+ME2s[BR<>DF],CtrCore4[D>R>U>L]+ME2s[BR<>DF]#00,CtrCore4[D>R>U>L]+ME2s[BR<>DF],CtrCore4[D>R>U>L]+ME2s[BR<>DF],CtrCore4[D>R>U>L]+ME2s[BR<>DF],18,0,16,1,M E' M' F E' F' E' F' E' F E' B M B2 M' B
rubiks-7,CtrCore4[D>R>U>L]+ME2s[DB<>UF],CtrCore4[D>R>U>L]+ME2s[DB<>UF]#00,CtrCore4[D>R>U>L]+ME2s[DB<>UF],CtrCore4[D>R>U>L]+ME2s[DB<>UF],CtrCore4[D>R>U>L]+ME2s[DB<>UF],18,0,18,1,D' S' U S' U' S' U' S' U S' D' B' M B D2 B' M' B
rubiks-7,CtrCore4[D>R>U>L]+ME2s[DF<>UR],CtrCore4[D>R>U>L]+ME2s[DF<>UR]#00,CtrCore4[D>R>U>L]+ME2s[DF<>UR],CtrCore4[D>R>U>L]+ME2s[DF<>UR],CtrCore4[D>R>U>L]+ME2s[DF<>UR],14,0,16,1,M U' M U2 M' U' M' S' D S' D' S' D' S' D S'
rubiks-7,CtrCore4[D>R>U>L]+ME2s[FL<>RF],CtrCore4[D>R>U>L]+ME2s[FL<>RF]#00,CtrCore4[D>R>U>L]+ME2s[FL<>RF],CtrCore4[D>R>U>L]+ME2s[FL<>RF],CtrCore4[D>R>U>L]+ME2s[FL<>RF],18,0,14,1,E R2 E' R S' L S' L' S' L' S' L S' R
rubiks-7,CtrCore4[D>R>U>L]+ME2s[RF<>UF],CtrCore4[D>R>U>L]+ME2s[RF<>UF]#00,CtrCore4[D>R>U>L]+ME2s[RF<>UF],CtrCore4[D>R>U>L]+ME2s[RF<>UF],CtrCore4[D>R>U>L]+ME2s[RF<>UF],14,0,17,1,R S' U S' U' S U2 S' U2 S' U' S' U S2 R2 S R
rubiks-7,CtrCore4[D>R>U>L]+ME2s[UB<>UF],CtrCore4[D>R>U>L]+ME2s[UB<>UF]#00,CtrCore4[D>R>U>L]+ME2s[UB<>UF],CtrCore4[D>R>U>L]+ME2s[UB<>UF],CtrCore4[D>R>U>L]+ME2s[UB<>UF],22,0,19,1,S' U' S' U S' U S' U' S2 U R2 U' S U S' R2 U2 S U
rubiks-7,CtrCore4[D>R>U>L]+ME2s[UF<>UR],CtrCore4[D>R>U>L]+ME2s[UF<>UR]#00,CtrCore4[D>R>U>L]+ME2s[UF<>UR],CtrCore4[D>R>U>L]+ME2s[UF<>UR],CtrCore4[D>R>U>L]+ME2s[UF<>UR],18,0,18,1,S D' M D2 M' D' S2 U S' U' S' U' S' U S2 R2 S R2
rubiks-7,CtrCore4s[B<>F;D<>U],CtrCore4s[B<>F;D<>U]#00,CtrCore4s[B<>F;D<>U],CtrCore4s[B<>F;D<>U],CtrCore4s[B<>F;D<>U],4,0,4,1,M E2 M' E2
rubiks-7,CtrCore6p[3x2][B>R>D;F>L>U],CtrCore6p[3x2][B>R>D;F>L>U]#00,CtrCore6p[3x2][B>R>D;F>L>U],CtrCore6p[3x2][B>R>D;F>L>U],CtrCore6p[3x2][B>R>D;F>L>U],6,0,4,1,M E M' E'
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2[BR>FD],CtrCore6s[B<>F;D<>L;R<>U]+ME2[BR>FD]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2[BR>FD],CtrCore6s[B<>F;D<>L;R<>U]+ME2[BR>FD],CtrCore6s[B<>F;D<>L;R<>U]+ME2[BR>FD],16,2,22,1,M E' M' F E' F' E' F' E' F E' M' B' M' B2 M B' M E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2[DF>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[DF>RU]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2[DF>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[DF>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[DF>RU],20,2,18,1,S D S D2 L2 D S D S D' S D' L2 D M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2[DL>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[DL>RU]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2[DL>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[DL>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[DL>RU],20,2,18,1,L' S' L S' L' S' L' S' L S' L E' S2 E S R2 S R2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2[RF>FU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[RF>FU]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2[RF>FU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[RF>FU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[RF>FU],16,2,23,1,F' U2 F M F M F' M F' M U2 F E M E' M U2 M' U2 E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2[UF>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[UF>RU]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2[UF>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[UF>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[UF>RU],16,2,20,1,R2 S' R2 S2 U' R2 S U S U S U' S U' R2 U M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2[UL>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[UL>RU]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2[UL>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[UL>RU],CtrCore6s[B<>F;D<>L;R<>U]+ME2[UL>RU],20,2,16,1,M' S2 M S D S' D2 R2 D S' D S' D2 R2 D S'
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[BR<>DF],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[BR<>DF]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[BR<>DF],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[BR<>DF],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[BR<>DF],20,0,20,1,M E' M' F E' F' E' F' E' F E' B M B2 M' B E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DF<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DF<>UR]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DF<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DF<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DF<>UR],16,0,19,1,S D' S D S D S D' S M U M U2 M' U M2 S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DL<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DL<>UR]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DL<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DL<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[DL<>UR],16,0,22,1,S R S R' S R' L2 S R L2 S2 R' U2 R S' R' U2 R M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[RF<>UF],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[RF<>UF]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[RF<>UF],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[RF<>UF],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[RF<>UF],16,0,21,1,R S' U S' U' S U2 S' U2 S' U' S' U S2 R2 S R E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UF<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UF<>UR]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UF<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UF<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UF<>UR],20,0,22,1,R2 S' R2 S2 U' S U S U S U' S2 D M D2 M' D S' M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UL<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UL<>UR]#00,CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UL<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UL<>UR],CtrCore6s[B<>F;D<>L;R<>U]+ME2s[UL<>UR],20,0,23,1,S D S D' S D' S D S2 D' S D2 L2 S' D' S' D L2 D' M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[BR>FD],CtrCore6s[B<>F;D<>R;L<>U]+ME2[BR>FD]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[BR>FD],CtrCore6s[B<>F;D<>R;L<>U]+ME2[BR>FD],CtrCore6s[B<>F;D<>R;L<>U]+ME2[BR>FD],16,2,20,1,M E' M' F E' F' E' F' E' F E' M' B' M' B2 M B' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[DB>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DB>FU]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[DB>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DB>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DB>FU],20,2,19,1,D' S' U S' U' S' U' S' U S' D M D2 M' D2 M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[DF>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DF>RU]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[DF>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DF>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DF>RU],20,2,18,1,S D S D2 L2 D S D S D' S D' L2 D E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[DL>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DL>RU]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[DL>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DL>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[DL>RU],20,2,18,1,L' S' L S' L' S' L' S' L S' L M' S2 M S R2 S R2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[FL>FR],CtrCore6s[B<>F;D<>R;L<>U]+ME2[FL>FR]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[FL>FR],CtrCore6s[B<>F;D<>R;L<>U]+ME2[FL>FR],CtrCore6s[B<>F;D<>R;L<>U]+ME2[FL>FR],24,2,24,1,E' B E' B' E' B' E' B M E' F' M F2 D2 M' F' M' F D2 F' M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[RF>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[RF>FU]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[RF>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[RF>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[RF>FU],16,2,23,1,F' U2 F M F M F' M F' M U2 F E M E' M U2 M' U2 M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[UB>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[UB>FU]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[UB>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[UB>FU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[UB>FU],20,2,18,1,E' M' E D M' D2 F2 D M' D M' D2 F2 D M2 S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2[UF>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[UF>RU]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2[UF>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[UF>RU],CtrCore6s[B<>F;D<>R;L<>U]+ME2[UF>RU],16,2,20,1,R2 S' R2 S2 U' R2 S U S U S U' S U' R2 U E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[BR<>DF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[BR<>DF]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[BR<>DF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[BR<>DF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[BR<>DF],20,0,20,1,M E' M' F E' F' E' F' E' F E' B M B2 M' B M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DB<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DB<>UF]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DB<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DB<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DB<>UF],16,0,22,1,D' S' U S' U' S' U' S' U S' D' M' F' M' F D2 F' M F S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DF<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DF<>UR]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DF<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DF<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DF<>UR],16,0,20,1,S D' S D S D S D' S M U M U2 M' U M' E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DL<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DL<>UR]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DL<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DL<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[DL<>UR],16,0,22,1,S R S R' S R' L2 S R L2 S2 R' U2 R S' R' U2 R E S2 E' S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[FL<>RF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[FL<>RF]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[FL<>RF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[FL<>RF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[FL<>RF],20,0,18,1,E R2 E' R S' L S' L' S' L' S' L S' R M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[RF<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[RF<>UF]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[RF<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[RF<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[RF<>UF],16,0,21,1,R S' U S' U' S U2 S' U2 S' U' S' U S2 R2 S R M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UB<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UB<>UF]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UB<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UB<>UF],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UB<>UF],24,0,23,1,S' U' S' U S' U S' U' S2 U R2 U' S U S' R2 U2 S U M' S2 M S2
rubiks-7,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UF<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UF<>UR]#00,CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UF<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UF<>UR],CtrCore6s[B<>F;D<>R;L<>U]+ME2s[UF<>UR],20,0,22,1,R2 S' R2 S2 U' S U S U S U' S2 D M D2 M' D S' E S2 E' S2
rubiks-7,CtrMidBar6p[3x2][B@D>F@R>U@B;B@U>F@L>U@F],CtrMidBar6p[3x2][B@D>F@R>U@B;B@U>F@L>U@F]#00,CtrMidBar6p[3x2][B@D>F@R>U@B;B@U>F@L>U@F],CtrMidBar6p[3x2][B@D>F@R>U@B;B@U>F@L>U@F],CtrMidBar6p[3x2][B@D>F@R>U@B;B@U>F@L>U@F],12,0,12,1,U L R' M F' M F L' R M' U' M'
rubiks-7,CtrMidBar6p[3x2][B@D>F@R>U@R;B@U>F@L>U@L],CtrMidBar6p[3x2][B@D>F@R>U@R;B@U>F@L>U@L]#00,CtrMidBar6p[3x2][B@D>F@R>U@R;B@U>F@L>U@L],CtrMidBar6p[3x2][B@D>F@R>U@R;B@U>F@L>U@L],CtrMidBar6p[3x2][B@D>F@R>U@R;B@U>F@L>U@L],12,0,12,1,L R' M F' M F L' R M' U' M' U
rubiks-7,CtrMidBar6p[3x2][B@D>F@U>U@B;B@U>F@D>U@F],CtrMidBar6p[3x2][B@D>F@U>U@B;B@U>F@D>U@F]#00,CtrMidBar6p[3x2][B@D>F@U>U@B;B@U>F@D>U@F],CtrMidBar6p[3x2][B@D>F@U>U@B;B@U>F@D>U@F],CtrMidBar6p[3x2][B@D>F@U>U@B;B@U>F@D>U@F],12,0,14,1,F U L R' M F' M F L' R M' U' M' F'
rubiks-7,CtrMidBar6p[3x2][B@D>F@U>U@R;B@U>F@D>U@L],CtrMidBar6p[3x2][B@D>F@U>U@R;B@U>F@D>U@L]#00,CtrMidBar6p[3x2][B@D>F@U>U@R;B@U>F@D>U@L],CtrMidBar6p[3x2][B@D>F@U>U@R;B@U>F@D>U@L],CtrMidBar6p[3x2][B@D>F@U>U@R;B@U>F@D>U@L],12,0,14,1,F L R' M F' M F L' R M' U' M' U F'
rubiks-7,CtrMidBar6p[3x2][B@L>F@D>U@F;B@R>F@U>U@B],CtrMidBar6p[3x2][B@L>F@D>U@F;B@R>F@U>U@B]#00,CtrMidBar6p[3x2][B@L>F@D>U@F;B@R>F@U>U@B],CtrMidBar6p[3x2][B@L>F@D>U@F;B@R>F@U>U@B],CtrMidBar6p[3x2][B@L>F@D>U@F;B@R>F@U>U@B],12,0,16,1,B' F U L R' M F' M F L' R M' U' M' F' B
rubiks-7,CtrMidBar6p[3x2][B@L>F@L>U@F;B@R>F@R>U@B],CtrMidBar6p[3x2][B@L>F@L>U@F;B@R>F@R>U@B]#00,CtrMidBar6p[3x2][B@L>F@L>U@F;B@R>F@R>U@B],CtrMidBar6p[3x2][B@L>F@L>U@F;B@R>F@R>U@B],CtrMidBar6p[3x2][B@L>F@L>U@F;B@R>F@R>U@B],12,0,14,1,B' U L R' M F' M F L' R M' U' M' B
rubiks-7,CtrMidBar6p[3x2][B@L>F@L>U@L;B@R>F@R>U@R],CtrMidBar6p[3x2][B@L>F@L>U@L;B@R>F@R>U@R]#00,CtrMidBar6p[3x2][B@L>F@L>U@L;B@R>F@R>U@R],CtrMidBar6p[3x2][B@L>F@L>U@L;B@R>F@R>U@R],CtrMidBar6p[3x2][B@L>F@L>U@L;B@R>F@R>U@R],12,0,14,1,B' L R' M F' M F L' R M' U' M' U B
rubiks-7,CtrMidBar6p[3x2][B@L>F@U>U@L;B@R>F@D>U@R],CtrMidBar6p[3x2][B@L>F@U>U@L;B@R>F@D>U@R]#00,CtrMidBar6p[3x2][B@L>F@U>U@L;B@R>F@D>U@R],CtrMidBar6p[3x2][B@L>F@U>U@L;B@R>F@D>U@R],CtrMidBar6p[3x2][B@L>F@U>U@L;B@R>F@D>U@R],12,0,16,1,B F' R' L M F M F' R L' M' U M' U' F B'
rubiks-7,CtrMidBar6p[3x2][D@B>D@L>U@F;D@F>D@R>U@B],CtrMidBar6p[3x2][D@B>D@L>U@F;D@F>D@R>U@B]#00,CtrMidBar6p[3x2][D@B>D@L>U@F;D@F>D@R>U@B],CtrMidBar6p[3x2][D@B>D@L>U@F;D@F>D@R>U@B],CtrMidBar6p[3x2][D@B>D@L>U@F;D@F>D@R>U@B],12,0,12,1,U M2 R2 L2 D' M2 D M2 R2 L2 U' M2
rubiks-7,CtrMidBar6p[3x2][D@B>U@F>D@L;D@F>U@B>D@R],CtrMidBar6p[3x2][D@B>U@F>D@L;D@F>U@B>D@R]#00,CtrMidBar6p[3x2][D@B>U@F>D@L;D@F>U@B>D@R],CtrMidBar6p[3x2][D@B>U@F>D@L;D@F>U@B>D@R],CtrMidBar6p[3x2][D@B>U@F>D@L;D@F>U@B>D@R],12,0,12,1,M2 U L2 R2 M2 D' M2 D L2 R2 M2 U'
rubiks-7,CtrMidBar6p[3x2][F@D>F@L>U@F;F@R>U@B>F@U],CtrMidBar6p[3x2][F@D>F@L>U@F;F@R>U@B>F@U]#00,CtrMidBar6p[3x2][F@D>F@L>U@F;F@R>U@B>F@U],CtrMidBar6p[3x2][F@D>F@L>U@F;F@R>U@B>F@U],CtrMidBar6p[3x2][F@D>F@L>U@F;F@R>U@B>F@U],12,0,12,1,U M R' L F' M' F M' R L' U' M
rubiks-7,CtrMidBar6p[3x2][F@D>F@L>U@L;F@R>U@R>F@U],CtrMidBar6p[3x2][F@D>F@L>U@L;F@R>U@R>F@U]#00,CtrMidBar6p[3x2][F@D>F@L>U@L;F@R>U@R>F@U],CtrMidBar6p[3x2][F@D>F@L>U@L;F@R>U@R>F@U],CtrMidBar6p[3x2][F@D>F@L>U@L;F@R>U@R>F@U],12,0,12,1,M R' L F' M' F M' R L' U' M U
rubiks-7,CtrMidBar6p[3x2][F@D>R@D>U@F;F@U>R@U>U@B],CtrMidBar6p[3x2][F@D>R@D>U@F;F@U>R@U>U@B]#00,CtrMidBar6p[3x2][F@D>R@D>U@F;F@U>R@U>U@B],CtrMidBar6p[3x2][F@D>R@D>U@F;F@U>R@U>U@B],CtrMidBar6p[3x2][F@D>R@D>U@F;F@U>R@U>U@B],12,0,14,1,E' U M R' L F' M' F M' R L' U' M E
rubiks-7,CtrMidBar6p[3x2][F@D>R@D>U@L;F@U>R@U>U@R],CtrMidBar6p[3x2][F@D>R@D>U@L;F@U>R@U>U@R]#00,CtrMidBar6p[3x2][F@D>R@D>U@L;F@U>R@U>U@R],CtrMidBar6p[3x2][F@D>R@D>U@L;F@U>R@U>U@R],CtrMidBar6p[3x2][F@D>R@D>U@L;F@U>R@U>U@R],12,0,14,1,E' M R' L F' M' F M' R L' U' M U E
rubiks-7,CtrMidBar6p[3x2][F@D>U@F>F@L;F@R>F@U>U@B],CtrMidBar6p[3x2][F@D>U@F>F@L;F@R>F@U>U@B]#00,CtrMidBar6p[3x2][F@D>U@F>F@L;F@R>F@U>U@B],CtrMidBar6p[3x2][F@D>U@F>F@L;F@R>F@U>U@B],CtrMidBar6p[3x2][F@D>U@F>F@L;F@R>F@U>U@B],12,0,12,1,M' U L R' M F' M F L' R M' U'
rubiks-7,CtrMidBar6p[3x2][F@D>U@F>R@D;F@U>U@B>R@U],CtrMidBar6p[3x2][F@D>U@F>R@D;F@U>U@B>R@U]#00,CtrMidBar6p[3x2][F@D>U@F>R@D;F@U>U@B>R@U],CtrMidBar6p[3x2][F@D>U@F>R@D;F@U>U@B>R@U],CtrMidBar6p[3x2][F@D>U@F>R@D;F@U>U@B>R@U],12,0,14,1,E' M' U L R' M F' M F L' R M' U' E
rubiks-7,CtrMidBar6p[3x2][F@D>U@L>R@D;F@U>U@R>R@U],CtrMidBar6p[3x2][F@D>U@L>R@D;F@U>U@R>R@U]#00,CtrMidBar6p[3x2][F@D>U@L>R@D;F@U>U@R>R@U],CtrMidBar6p[3x2][F@D>U@L>R@D;F@U>U@R>R@U],CtrMidBar6p[3x2][F@D>U@L>R@D;F@U>U@R>R@U],12,0,14,1,E' U' M' U L R' M F' M F L' R M' E
rubiks-7,CtrObl10p[5x2]~v01,CtrObl10p[5x2]~v01#00,CtrObl10p[5x2]~v01,CtrObl10p[5x2]~v01,CtrObl10p[5x2],10,0,11,3,2R' 3F' 2U' 3F 2U 2R 3L 2F2 3L 2F2 3L2
rubiks-7,CtrObl10p[5x2]~v02,CtrObl10p[5x2]~v02#00,CtrObl10p[5x2]~v02,CtrObl10p[5x2]~v02,CtrObl10p[5x2],10,0,11,3,3L 2F' 3D 2F 3D' 2L 3L' 3B2 2L 3B2 2L2
rubiks-7,CtrObl10p[5x2]~v03,CtrObl10p[5x2]~v03#00,CtrObl10p[5x2]~v03,CtrObl10p[5x2]~v03,CtrObl10p[5x2],10,0,9,3,3U2 2R2 3U' 2R2 3U' 2R2 3U' 2R2 3U
rubiks-7,CtrObl3[B@2L.3D>F@2L.3U>U@2L.3B],CtrObl3[B@2L.3D>F@2L.3U>U@2L.3B]#00,CtrObl3[B@2L.3D>F@2L.3U>U@2L.3B],CtrObl3[B@2L.3D>F@2L.3U>U@2L.3B],CtrObl3[B@2L.3D>F@2L.3U>U@2L.3B],3,0,10,1,3D2 2R' 3B2 2R F2 2R' 3B2 2R F2 3D2
rubiks-7,CtrObl3[B@2L.3D>F@2L.3U>U@2R.3F],CtrObl3[B@2L.3D>F@2L.3U>U@2R.3F]#00,CtrObl3[B@2L.3D>F@2L.3U>U@2R.3F],CtrObl3[B@2L.3D>F@2L.3U>U@2R.3F],CtrObl3[B@2L.3D>F@2L.3U>U@2R.3F],3,0,10,1,3U2 2L' 3F2 2L B2 2L' 3F2 2L B2 3U2
rubiks-7,CtrObl3[B@2L.3D>F@2R.3D>U@2R.3F],CtrObl3[B@2L.3D>F@2R.3D>U@2R.3F]#00,CtrObl3[B@2L.3D>F@2R.3D>U@2R.3F],CtrObl3[B@2L.3D>F@2R.3D>U@2R.3F],CtrObl3[B@2L.3D>F@2R.3D>U@2R.3F],3,0,8,1,2L U2 2L' 3D2 2L U2 2L' 3D2
rubiks-7,CtrObl3[B@2L.3D>F@3R.2U>U@2L.3B],CtrObl3[B@2L.3D>F@3R.2U>U@2L.3B]#00,CtrObl3[B@2L.3D>F@3R.2U>U@2L.3B],CtrObl3[B@2L.3D>F@3R.2U>U@2L.3B],CtrObl3[B@2L.3D>F@3R.2U>U@2L.3B],3,0,8,1,2L' F 3D2 F' 2L F 3D2 F'
rubiks-7,CtrObl3[B@2L.3D>F@3R.2U>U@2R.3F],CtrObl3[B@2L.3D>F@3R.2U>U@2R.3F]#00,CtrObl3[B@2L.3D>F@3R.2U>U@2R.3F],CtrObl3[B@2L.3D>F@3R.2U>U@2R.3F],CtrObl3[B@2L.3D>F@3R.2U>U@2R.3F],3,0,10,1,3F2 2L F 3D2 F' 2L' F 3D2 3F2 F'
rubiks-7,CtrObl3[B@2L.3U>D@2L.3B>D@2R.3F],CtrObl3[B@2L.3U>D@2L.3B>D@2R.3F]#00,CtrObl3[B@2L.3U>D@2L.3B>D@2R.3F],CtrObl3[B@2L.3U>D@2L.3B>D@2R.3F],CtrObl3[B@2L.3U>D@2L.3B>D@2R.3F],3,0,8,1,D2 2R 3U2 2R' D2 2R 3U2 2R'
